term	section	course	instructor	whenWhere
Fall 2010	1577	PSYCH-122	Cross	TTH 12:30-1:45pm LA-119
Fall 2009	1577	PSYCH-122	Cross	TTH 12:30-1:45pm LA-119
Fall 2002	1582	PSYCH-122	Cross	MW 2:00-3:15pm LA-119
Fall 2006	1582	PSYCH-122	Cross	TTH 2:00-3:15pm LA-119
Fall 2001	1582	PSYCH-122	Cross	MW 2:00-3:15pm LA-119
Fall 2003	1582	PSYCH-122	Cross	MW 2:00-3:15pm LA-119
Fall 2003	1589	PSYCH-122	Cross	TTH 2:00-3:15pm LA-119
Fall 2001	1589	PSYCH-122	Cross	TTH 2:00-3:15pm LA-119
Fall 2002	1589	PSYCH-122	Cross	TTH 2:00-3:15pm LA-119
Fall 2004	1589	PSYCH-122	Cross	TTH 2:00-3:15pm LA-119 8/19-12/19
Spring 2002	1677	PSYCH-122	Cross	TTH 9:30-10:45am LA-119
Spring 2002	1680	PSYCH-122	Cross	TTH 11:00-12:15pm LA-119
Spring 2008	1680	PSYCH-122	Cross	TTH 12:30-1:45pm LA-119
Spring 2006	1680	PSYCH-122	Cross	TTH 12:30-1:45pm LA-119
Spring 2010	1680	PSYCH-122	Cross	TTH 12:30-1:45pm LA-119
Spring 2007	1680	PSYCH-122	Cross	TTH 12:30-1:45pm LA-119
Spring 2004	1680	PSYCH-122	Cross	TTH 11:00-12:15pm LA-119
Spring 2004	1684	PSYCH-122	Cross	TTH 2:00-3:15pm LA-119
Spring 2002	1689	PSYCH-122	Cross	MW 2:00-3:15pm LA-119
Spring 2002	1691	PSYCH-122	Cross	TTH 2:00-3:15pm LA-119
Spring 2004	1692	PSYCH-122	Cross	MW 2:00-3:15pm LA-119
Spring 2004	1695	PSYCH-122	Cross	TTH 9:30-10:45am LA-119
Spring 2010	2758	PSYCH-122	Cross	TTH 11:00-12:15pm LA-119
Spring 2007	2984	PSYCH-122	Cross	TTH 2:00-3:15pm LA-119
Spring 2008	2984	PSYCH-122	Cross	TTH 2:00-3:15pm LA-119
Spring 2006	2984	PSYCH-122	Cross	TTH 2:00-3:15pm LA-119
Fall 2005	5582	PSYCH-122	Cross	TTH 2:00-3:15pm LA-119
Fall 2003	8191	PSYCH-122	Cross	W 4:00-6:50pm LA-119
Fall 2001	8191	PSYCH-122	Cross	W 4:00-6:50pm LA-119
Fall 2002	8191	PSYCH-122	Cross	W 4:00-6:50pm LA-119
Fall 2011	8212	PSYCH-122	Cross	M 4:00-6:50pm LA-119 8/17-12/17
Fall 2012	8212	PSYCH-122	Cross	M 4:00-6:50pm LA-119 8/17-12/17
Spring 2002	8587	PSYCH-122	Cross	W 4:00-6:50pm LA-119
Spring 2004	8587	PSYCH-122	Cross	W 4:00-6:50pm LA-119
Spring 2012	8703	PSYCH-122	Cross	T 4:00-6:50pm LA-119
Spring 2013	8703	PSYCH-122	Cross	T 4:00-6:50pm LA-119
Fall 2012	1017	ANTHR-120	Cross	TTH 12:30-1:45pm LA-216 8/17-12/17
Fall 2011	1017	ANTHR-120	Cross	TTH 12:30-1:45pm LA-216 8/17-12/17
Fall 2009	1017	ANTHR-120	Cross	TTH 12:30-1:45pm LA-208B
Fall 2010	1017	ANTHR-120	Cross	TTH 12:30-1:45pm LA-120
Fall 2008	1017	ANTHR-120	Cross	TTH 12:30-1:45pm LA-208B
Fall 2007	1017	ANTHR-120	Cross	TTH 12:30-1:45pm LA-208B 8/16-12/16
Fall 2008	1182	ANTHR-130	Cross	TTH 2:00-3:15pm LA-217
Fall 2010	1184	ANTHR-120	Cross	TTH 2:00-3:15pm LA-122
Fall 2009	1184	ANTHR-120	Cross	TTH 2:00-3:15pm LA-217
Fall 2011	1184	ANTHR-120	Cross	TTH 2:00-3:15pm LA-208A 8/17-12/17
Fall 2012	1184	ANTHR-120	Cross	TTH 2:00-3:15pm LA-208A 8/17-12/17
Fall 2014	1184	ANTHR-120	Cross	TTH 2:00-3:20pm LA-121
Fall 2013	1184	ANTHR-120	Cross	TTH 2:00-3:20pm LA-121
Fall 2007	1238	ANTHR-130	Cross	TTH 2:00-3:15pm SSC-205 8/16-12/16
Spring 2008	1494	ANTHR-120	Cross	TTH 12:30-1:45pm LA-216
Spring 2007	1494	ANTHR-120	Cross	TTH 12:30-1:45pm LA-216
Spring 2013	1494	ANTHR-120	Cross	TTH 12:30-1:45pm LA-208A
Spring 2009	1494	ANTHR-120	Cross	TTH 12:30-1:45pm LA-216
Spring 2011	1494	ANTHR-120	Cross	TTH 12:30-1:45pm LA-216 1/22-5/27
Spring 2010	1494	ANTHR-120	Cross	TTH 12:30-1:45pm LA-216
Spring 2012	1494	ANTHR-120	Cross	TTH 12:30-1:45pm LA-208A
Spring 2012	1497	ANTHR-140	Cross	F 9:30-12:20pm MA-101
Spring 2013	1497	ANTHR-140	Cross	F 9:30-12:20pm LA-216
Spring 2011	3012	ANTHR-120	Cross	TTH 2:00-3:15pm LA-208B 1/22-5/27
Spring 2014	3012	ANTHR-120	Cross	TTH 2:00-3:20pm LA-217
Spring 2012	3012	ANTHR-120	Cross	TTH 2:00-3:15pm LA-208A
Spring 2010	3012	ANTHR-120	Cross	TTH 2:00-3:15pm LA-208B
Spring 2008	3012	ANTHR-120	Cross	TTH 2:00-3:15pm LA-215
Spring 2009	3012	ANTHR-120	Cross	TTH 2:00-3:15pm LA-215
Spring 2013	3012	ANTHR-120	Cross	TTH 2:00-3:15pm LA-208A
Spring 2013	5032	ANTHR-130	Cross	online
Spring 2010	5032	ANTHR-130	Cross	online
Spring 2011	5032	ANTHR-130	Cross	online 1/22-5/27
Spring 2012	5032	ANTHR-130	Cross	online
Spring 2014	5032	ANTHR-130	Cross	online
Spring 2014	5043	ANTHR-130	Cross	online
Fall 2010	5301	ANTHR-130	Cross	online
Fall 2013	5301	ANTHR-130	Cross	online
Fall 2014	5301	ANTHR-130	Cross	online
Fall 2012	5301	ANTHR-130	Cross	online 8/17-12/17
Fall 2011	5301	ANTHR-130	Cross	online 8/17-12/17
Fall 2009	5301	ANTHR-130	Cross	online
Fall 2013	5302	ANTHR-130	Cross	online
Fall 2014	5302	ANTHR-130	Cross	online
Fall 2007	8162	ANTHR-130	Cross	T 4:00-6:50pm LA-214 8/16-12/16
Spring 2013	8489	ANTHR-125	Cross	M 7:00-9:50pm LA-208A
Spring 2012	8489	ANTHR-125	Cross	M 7:00-9:50pm LA-208A
Spring 2011	9091	ENGL-122	Cross	T 6:00-8:50pm SRV-E232 1/22-5/27
Spring 2012	9190	ENGL-126	Cross	TH 6:00-8:50pm SRC-E227
Spring 2013	9190	ENGL-126	Cross	TH 6:00-8:50pm SRC-E227
Summer 2011	9252	ENGL-116	Cross	MW 5:30-9:45pm SRV-W216 6/13-7/21
Summer 2013	9252	ENGL-116	Cross	MW 5:30-9:45pm SRC-W216 6/17-7/24
Summer 2013	9280	ENGL-118	Cross	TTH 5:30-9:45pm SRC-W216 6/18-7/25
Spring 2012	9335	ENGL-118	Cross	T 6:00-8:50pm SRC-E176
Spring 2013	9335	ENGL-118	Cross	T 6:00-8:50pm SRC-E176
Spring 2011	9587	ENGL-126	Cross	TH 6:00-8:50pm SRV-E227 1/22-5/27
Fall 2014	2003	SPAN-121	Crouse	MWTTH 11:00-12:15pm BFL-207
Fall 2013	2003	SPAN-121	Crouse	MWTTH 11:00-12:15pm BFL-207
Fall 2014	3500	SPAN-120	Crouse	MWTTH 8:00-9:15am BFL-209
Fall 2013	3500	SPAN-120	Crouse	MWTTH 8:00-9:15am BFL-209
Fall 2013	3504	SPAN-120	Crouse	MWTTH 12:30-1:45pm BFL-207
Fall 2014	3504	SPAN-120	Crouse	MWTTH 12:30-1:45pm BFL-207
Summer 2014	4529	SPAN-120	Crouse	MTWTH 8:15-11:45am BFL-209 6/16-7/24
Summer 2008	5346	SPAN-220	Crouse	MTWTHF 9:00-1:15pm SPAIN 6/13-7/14
Summer 2008	5347	SPAN-221	Crouse	MTWTHF 9:00-1:15pm SPAIN 6/13-7/14
Summer 2008	5349	SPAN-121	Crouse	MTWTHF 9:00-1:15pm SPAIN 6/13-7/14
Summer 2008	5350	SPAN-230	Crouse	MTWTHF 9:00-11:25am SPAIN 6/13-7/14
Summer 2008	5351	SPAN-231	Crouse	MTWTHF 9:00-11:25am SPAIN 6/13-7/14
Summer 2008	5352	SPAN-156	Crouse	MTWTHF 9:00-11:25am SPAIN 6/13-7/14
Summer 2008	5354	SPAN-157	Crouse	MTWTHF 9:00-11:25am SPAIN 6/13-7/14
Summer 2008	5356	SPAN-250	Crouse	MTWTHF 9:00-11:25am SPAIN 6/13-7/14
Fall 2007	8144	SPAN-220	Crouse	TTH 4:00-6:15pm BFL-209 8/16-12/16
Fall 2008	8144	SPAN-220	Crouse	TTH 4:00-6:15pm BFL-209
Fall 2008	9053	SPAN-120	Crouse	TTH 9:00-11:35am WCC 9/02-12/18
Spring 2014	9114	SPAN-299	Crouse	  
Fall 2010	9230	SPAN-120	Crouse	MW 11:00-1:15pm SRV-E176
Fall 2009	9230	SPAN-120	Crouse	MW 8:30-10:45am SRC-E176
Fall 2011	9230	SPAN-120	Crouse	MW 12:30-2:45pm SRC-E176 8/17-12/17
Fall 2012	9230	SPAN-120	Crouse	MW 12:30-2:45pm SRC-E176 8/17-12/17
Fall 2012	9231	SPAN-120	Crouse	TTH 11:00-1:15pm SRC-E176 8/17-12/17
Fall 2011	9231	SPAN-120	Crouse	TTH 11:00-1:15pm SRC-E176 8/17-12/17
Fall 2009	9353	SPAN-298	Crouse	  SRV-TBA 10/07-12/20
Spring 2011	9404	SPAN-120	Crouse	TTH 11:00-1:15pm SRV-E176 1/22-5/27
Spring 2014	9404	SPAN-120	Crouse	MTWTH 11:00-12:05pm SRC-E176
Spring 2010	9404	SPAN-120	Crouse	TTH 12:30-2:45pm SRV-E176
Spring 2012	9404	SPAN-120	Crouse	TTH 11:00-1:15pm SRC-E176
Spring 2013	9404	SPAN-120	Crouse	TTH 11:00-1:15pm SRC-E176
Fall 2009	9457	SPAN-121	Crouse	MW 11:00-1:15pm SRC-E176
Fall 2007	9457	SPAN-121	Crouse	MTWTH 10:45-11:50am SRC-E176 8/16-12/16
Fall 2010	9457	SPAN-121	Crouse	MW 8:30-10:45am SRV-E176
Fall 2012	9457	SPAN-121	Crouse	MW 8:30-10:45am SRC-E176 8/17-12/17
Fall 2006	9457	SPAN-121	Crouse	TTH 1:30-3:45pm SRV-110A
Fall 2011	9457	SPAN-121	Crouse	MW 8:30-10:45am SRC-E176 8/17-12/17
Fall 2008	9457	SPAN-121	Crouse	MW 8:30-10:45am SRC-E176
Fall 2008	9459	SPAN-120	Crouse	MW 11:00-1:15pm SRC-E176
Fall 2006	9459	SPAN-120	Crouse	MW 8:30-10:45am SRV-110A
Spring 2007	9459	SPAN-120	Crouse	TTH 9:00-11:35am WCC 1/30-5/24
Spring 2009	9459	SPAN-120	Crouse	TTH 9:00-11:15am WCC
Spring 2006	9459	SPAN-120	Crouse	TTH 9:00-11:35am WCC 1/30-5/24
Fall 2007	9459	SPAN-120	Crouse	MTWTH 9:30-10:35am SRC-E176 8/16-12/16
Spring 2008	9459	SPAN-120	Crouse	TTH 9:00-11:15am WCC
Spring 2008	9461	SPAN-120	Crouse	MW 8:30-10:45am SRC-E176
Spring 2006	9461	SPAN-120	Crouse	MW 12:30-2:45pm SRC-187
Spring 2013	9461	SPAN-120	Crouse	MW 12:30-2:45pm SRC-E176
Spring 2010	9461	SPAN-120	Crouse	MW 8:30-10:45am SRV-E176
Spring 2012	9461	SPAN-120	Crouse	MW 12:30-2:45pm SRC-E176
Spring 2009	9461	SPAN-120	Crouse	MW 11:00-1:15pm SRC-E176
Spring 2007	9461	SPAN-120	Crouse	MW 12:30-2:45pm SRC-187
Spring 2011	9461	SPAN-120	Crouse	MW 8:30-10:45am SRV-E176 1/22-5/27
Spring 2014	9463	SPAN-121	Crouse	MTWTH 9:30-10:35am SRC-E176
Spring 2012	9463	SPAN-121	Crouse	MW 8:30-10:45am SRC-E176
Spring 2013	9463	SPAN-121	Crouse	MW 8:30-10:45am SRC-E176
Spring 2014	9467	SPAN-220	Crouse	MW 3:30-5:45pm SRC-E176
Spring 2010	9477	SPAN-121	Crouse	MW 11:00-1:15pm SRV-E176
Spring 2009	9477	SPAN-121	Crouse	TTH 12:30-2:45pm SRC-E176
Spring 2008	9477	SPAN-121	Crouse	MW 11:00-1:15pm SRC-E229
Spring 2011	9477	SPAN-121	Crouse	MW 11:00-1:15pm SRV-E176 1/22-5/27
Spring 2007	9477	SPAN-121	Crouse	MW 8:30-10:45am SRC-176
Spring 2006	9477	SPAN-121	Crouse	MW 8:30-10:45am SRC-176
Fall 2006	9630	SPAN-155	Crouse	TH 6:00-10:00pm WCC 9/21-12/14
Fall 2010	9631	SPAN-220	Crouse	TTH 11:00-1:15pm SRV-E176
Fall 2009	9631	SPAN-220	Crouse	TTH 12:30-2:45pm SRC-E176
Spring 2006	9856	SPAN-121	Crouse	TTH 12:30-2:45pm SRC-187
Spring 2010	9857	SPAN-121	Crouse	TTH 6:00-8:15pm SRV-E176
Spring 2014	8952	ENGIN-120	Cruel	TTH 5:00-6:00pm ET-117
Fall 2006	0656	PE-174	Cruz	MWF 1:00-2:50pm TRACK 10/09-12/08
Fall 2009	0656	PE-174	Cruz	MWF 1:00-2:50pm TRACK 10/05-12/04
Fall 2004	0656	PE-174	Cruz	MWF 1:00-2:50pm TRACK 10/11-12/10
Fall 2008	0656	PE-174	Cruz	MWF 1:00-2:50pm TRACK 10/06-12/05
Fall 2005	0656	PE-174	Cruz	MWF 1:00-2:50pm TRACK 10/10-12/09
Fall 2007	0656	PE-174	Cruz	MWF 1:00-2:50pm TRACK 10/08-12/07
Fall 2003	0656	PE-174	Cruz	MWF 1:00-2:50pm TRACK 10/13-12/12
Fall 2002	0657	PE-174	Cruz	MWF 2:00-2:50pm TRACK
Fall 2001	0657	PE-174	Cruz	MWF 1:00-2:50pm TRACK 10/15-12/14
Spring 2007	1900	PEIC-220	Cruz	MTWTHF 3:00-4:50pm TRACK
Spring 2008	1900	PEIC-220	Cruz	MTWTHF 3:00-4:50pm TRACK
Spring 2010	1900	PEIC-220	Cruz	MTWTHF 3:00-4:40pm TRACK
Spring 2005	1900	PEIC-220	Cruz	MTWTHF 3:00-4:50pm TRACK
Spring 2002	1900	PEIC-220	Cruz	MTWTHF 3:00-4:50pm TRACK
Spring 2006	1900	PEIC-220	Cruz	MTWTHF 3:00-4:50pm TRACK
Spring 2004	1900	PEIC-220	Cruz	  TRACK
Spring 2009	1900	PEIC-220	Cruz	MTWTHF 3:00-4:40pm TRACK
Fall 2002	1923	PE-120	Cruz	MTWTHFS 1:00-4:50pm TRACK 1/04-1/11
Spring 2005	3085	PEIC-221	Cruz	MTWTHF 3:00-4:50pm TRACK
Spring 2009	3085	PEIC-221	Cruz	MTWTHF 3:00-4:40pm TRACK
Spring 2007	3085	PEIC-221	Cruz	MTWTHF 3:00-4:50pm TRACK
Spring 2010	3085	PEIC-221	Cruz	MTWTHF 3:00-4:40pm TRACK
Spring 2008	3085	PEIC-221	Cruz	MTWTHF 3:00-4:50pm TRACK
Spring 2004	3085	PEIC-221	Cruz	  TRACK
Spring 2006	3085	PEIC-221	Cruz	MTWTHF 3:00-4:50pm TRACK
Spring 2002	3085	PEIC-221	Cruz	MTWTHF 3:00-4:50pm TRACK
Spring 2002	3528	PE-120	Cruz	MWF 2:00-2:50pm TRACK
Spring 2010	3528	PE-120	Cruz	MW 2:00-2:50pm TRACK 1/25-5/05
Spring 2005	3528	PE-120	Cruz	MWF 2:00-2:50pm TRACK
Spring 2006	3528	PE-120	Cruz	MWF 2:00-2:50pm TRACK
Spring 2007	3528	PE-120	Cruz	MWF 2:00-2:50pm TRACK
Spring 2008	3528	PE-120	Cruz	MWF 2:00-2:50pm TRACK
Spring 2004	3528	PE-120	Cruz	MWF 2:00-2:50pm TRACK
Spring 2009	3528	PE-120	Cruz	MWF 2:00-2:50pm TRACK
Summer 2002	3975	PE-150Q	Cruz	F 6:00-9:15pm PE-Annex 6/14-8/02
Fall 2004	3976	PEIC-204	Cruz	   8/19-12/19
Fall 2005	3976	PEIC-204	Cruz	MTWTHF 3:00-4:50pm FIELD
Fall 2001	3976	PEIC-204	Cruz	MTWTHF 3:00-4:50pm FIELD
Fall 2007	3976	PEIC-204	Cruz	MTWTHF 3:00-4:50pm FIELD 8/16-12/16
Fall 2008	3976	PEIC-204	Cruz	MTWTHF 3:00-4:50pm FIELD
Fall 2003	3976	PEIC-204	Cruz	  
Fall 2006	3976	PEIC-204	Cruz	MTWTHF 3:00-4:50pm FIELD
Fall 2002	3976	PEIC-204	Cruz	MTWTHF 3:00-4:50pm FIELD
Fall 2009	3976	PEIC-204	Cruz	MTWTHF 3:00-4:50pm FIELD
Fall 2009	3985	PEIC-205	Cruz	MTWTHF 3:00-4:50pm FIELD
Fall 2002	3985	PEIC-205	Cruz	MTWTHF 3:00-4:50pm FIELD
Fall 2006	3985	PEIC-205	Cruz	MTWTHF 3:00-4:50pm FIELD
Fall 2003	3985	PEIC-205	Cruz	  
Fall 2008	3985	PEIC-205	Cruz	MTWTHF 3:00-4:50pm FIELD
Fall 2007	3985	PEIC-205	Cruz	MTWTHF 3:00-4:50pm FIELD 8/16-12/16
Fall 2001	3985	PEIC-205	Cruz	MTWTHF 3:00-4:50pm FIELD
Fall 2005	3985	PEIC-205	Cruz	MTWTHF 3:00-4:50pm FIELD
Fall 2004	3985	PEIC-205	Cruz	   8/19-12/19
Summer 2003	8081	PE-124	Cruz	TTH 5:00-7:05pm PE-101 6/10-7/31
Summer 2006	8082	PE-124	Cruz	TTH 7:05-9:10pm PE-101 6/20-8/03
Summer 2005	8082	PE-124	Cruz	TTH 7:05-9:10pm PE-101 6/21-8/11
Summer 2008	8082	PE-124	Cruz	TTH 7:15-9:20pm PE-101 6/17-7/31
Summer 2007	8082	PE-124	Cruz	TTH 7:15-9:20pm PE-101 6/19-8/02
Summer 2004	8082	PE-124	Cruz	TTH 7:05-9:10pm PE-101 6/15-8/05
Summer 2004	8085	PE-126	Cruz	MW 7:05-9:10pm PE-102 6/14-8/04
Summer 2007	8085	PE-126	Cruz	MW 7:05-9:10pm PE-102 6/18-8/01
Summer 2009	8085	PE-126	Cruz	MW 7:00-9:25pm PE-102 6/22-7/29
Summer 2006	8085	PE-126	Cruz	MW 7:05-9:10pm PE-102 6/19-8/02
Summer 2005	8085	PE-126	Cruz	MW 7:05-9:10pm PE-102 6/20-8/10
Summer 2002	8085	PE-126	Cruz	MW 7:05-9:10pm PE-102 6/10-7/31
Summer 2008	8085	PE-126	Cruz	MW 7:05-9:10pm PE-102 6/16-7/30
Summer 2003	8085	PE-126	Cruz	MW 7:05-9:10pm PE-102 6/09-7/30
Summer 2009	8086	PE-129	Cruz	MW 7:00-9:25pm PE-102 6/22-7/29
Summer 2003	8444	PE-199	Cruz	  TRACK 6/10-7/31
Summer 2007	8444	PE-199	Cruz	MTWF 5:00-6:50pm TRACK 6/18-7/27
Summer 2002	8444	PE-199	Cruz	MTH 4:00-6:50pm TRACK 6/10-8/01
Summer 2004	8444	PE-199	Cruz	  TRACK 6/14-8/05
Summer 2009	8444	PE-199	Cruz	  TRACK 6/22-7/30
Summer 2006	8444	PE-199	Cruz	MTWF 5:00-6:50pm TRACK 6/19-7/28
Summer 2005	8444	PE-199	Cruz	  TRACK 6/13-8/04
Summer 2008	8444	PE-199	Cruz	MTWF 5:00-6:50pm TRACK 6/16-7/24
Summer 2009	8445	PE-120	Cruz	  TRACK 6/22-7/30
Summer 2007	8448	PETHE-275	Cruz	TH 4:00-6:50pm PE-1 6/21-7/26
Summer 2006	8448	PETHE-275	Cruz	TH 4:00-6:50pm PE-1 6/22-7/27
Summer 2004	8975	PE-150Q	Cruz	F 5:00-7:50pm TRACK 6/11-8/06
Summer 2003	8975	PE-150Q	Cruz	W 4:00-6:50pm PE-Annex 6/11-8/06
Summer 2005	8975	PE-150Q	Cruz	F 5:00-7:50pm TRACK 6/10-8/05
Fall 2007	4300	BCA-130	Culp	W 11:00-1:50pm ET-114 8/16-12/16
Fall 2007	4314	BCA-140	Culp	TTH 11:00-12:15pm ATC-107 8/16-12/16
Fall 2007	4316	BCA-140	Culp	TTH 12:30-1:45pm ATC-107 8/16-12/16
Fall 2007	4320	BCA-120	Culp	W 11:00-1:50pm ET-114 8/16-12/16
Fall 2007	4325	BCA-132	Culp	W 11:00-1:50pm ET-114 8/16-12/16
Fall 2014	0885	GEOG-120	Cunningham	MW 8:00-9:20am PS-265
Summer 2014	4110	GEOG-120	Cunningham	MTWTH 12:45-2:50pm PS-265 6/16-7/24
Fall 2014	8190	ECE-124	Cuny	TH 7:00-9:50pm LA-217
Fall 2006	3770	CULN-153	Curnes	MTWTH 11:30-4:15pm BE-205 8/17-8/30
Spring 2006	4144	CULN-153	Curnes	MTWTH 11:30-4:30pm HRM-NORSEMAN 1/16-1/25
Fall 2002	2595	SPCH-120	Curtis	MWF 7:00-7:50am PAC-101
Fall 2002	2597	SPCH-120	Curtis	MWF 8:00-8:50am PAC-102
Summer 2001	4282	SPCH-120	Curtis	MTWTH 10:30-12:35pm PAC-102 6/18-7/26
Summer 2002	4282	SPCH-120	Curtis	MTWTH 10:30-12:35pm PAC-102 6/17-7/25
Summer 2001	4286	SPCH-120	Curtis	MTWTH 12:45-2:50pm PAC-101 6/18-7/26
Summer 2002	6142	SPCH-120	Curtis	MTWTH 8:15-10:20am MA-249 6/17-7/25
Spring 2002	8191	SPCH-120	Curtis	TH 4:00-6:50pm PAC-101
Spring 2002	8192	SPCH-121	Curtis	T 4:00-6:50pm PAC-102
Fall 2001	8380	SPCH-120	Curtis	M 7:00-9:50pm PAC-101
Spring 2004	9043	SPCH-120	Curtis	TTH 9:00-11:35am CSUH 1/15-3/18
Summer 2003	9163	SPCH-120	Curtis	MW 6:30-9:45pm WCC 6/09-7/30
Summer 2004	9234	SPCH-120	Curtis	TTH 6:30-9:45pm SRV-213 6/15-8/05
Summer 2001	9290	SPCH-120	Curtis	MTWTH 8:15-10:20am SRV-217 6/18-7/26
Summer 2002	9290	SPCH-120	Curtis	MTWTH 12:45-2:50pm SRV-217 6/17-7/25
Fall 2001	9887	SPCH-120	Curtis	MW 8:00-9:15am SRV-217
Fall 2014	0109	MATH-192	Czapla	TTH 12:30-2:45pm MA-241
Fall 2013	0164	MATH-194	Czapla	TTH 12:30-1:50pm L-143
Fall 2014	0617	MATH-191	Czapla	MW 12:30-2:45pm MA-251
Summer 2014	1027	MATH-194	Czapla	MTWTHF 11:00-2:35pm MA-240 5/27-6/13
Summer 2012	1058	MATH-193	Czapla	MTWTH 10:30-2:00pm MA-108 6/18-7/26
Summer 2013	1059	MATH-294	Czapla	MTWTH 10:30-2:00pm L-142 6/17-7/25
Spring 2014	1160	MATH-120	Czapla	TTH 2:00-4:15pm MA-109
Spring 2011	8130	MATH-193	Czapla	TTH 4:30-6:45pm MA-105 1/22-5/27
Fall 2013	8188	MATH-120	Czapla	TTH 7:00-9:15pm LA-209
Spring 2013	8243	MATH-191	Czapla	TTH 4:00-6:15pm MA-250
Fall 2012	8243	MATH-135	Czapla	TTH 4:00-5:50pm MA-240 8/17-12/17
Spring 2012	8243	MATH-191	Czapla	TTH 4:00-6:15pm MA-250
Fall 2011	8243	MATH-135	Czapla	TTH 4:00-5:50pm MA-240 8/17-12/17
Spring 2013	8251	MATH-294	Czapla	TTH 7:00-9:15pm MA-250
Spring 2012	8251	MATH-294	Czapla	TTH 7:00-9:15pm MA-250
Spring 2014	8255	MATH-193	Czapla	TTH 4:30-6:45pm MA-109
Fall 2011	8261	MATH-292	Czapla	TTH 7:00-9:15pm MA-109 8/17-12/17
Fall 2012	8261	MATH-292	Czapla	TTH 7:00-9:15pm MA-109 8/17-12/17
Fall 2014	8273	MATH-192	Czapla	TTH 4:00-6:15pm MA-241
Spring 2009	8895	AET-150D	D''Allura	S 9:00-12:50pm ET-122A 2/14-3/07
Spring 2008	8895	AET-150D	D''Allura	S 9:00-12:50pm ET-107 2/16-3/08
Fall 2002	9199	PSYCH-122	D'Aloisio	M 1:00-3:50pm SRV-202
Summer 2002	9269	PSYCH-122	D'Aloisio	TTH 6:30-9:45pm SRV-201 6/11-8/01
Summer 2003	9269	PSYCH-122	D'Aloisio	TTH 6:30-9:45pm SRV-101 6/10-7/31
Fall 2002	9505	PSYCH-122	D'Aloisio	TTH 9:00-12:00pm CSUH 8/20-10/17
Fall 2003	9853	PSYCH-220	D'Aloisio	M 7:00-9:50pm SRV-102
Fall 2003	9855	PSYCH-210	D'Aloisio	T 6:00-8:50pm H-106
Fall 2003	9855	PSYCH-210	D'Aloisio	T 6:00-8:50pm H-106
Fall 2002	7148	COUNS-105	D'Arcy	S 9:00-12:00pm MA-107 6/08-6/08
Fall 2002	7151	COUNS-105	D'Arcy	S 9:00-12:00pm MA-103 6/15-6/15
Fall 2002	7154	COUNS-105	D'Arcy	TW 1:00-3:50pm SC-501 6/18-6/19
Fall 2002	7155	COUNS-105	D'Arcy	TTH 1:00-3:50pm SC-501 6/18-6/20
Fall 2002	7165	COUNS-105	D'Arcy	S 9:00-12:00pm MA-103 7/06-7/06
Fall 2002	7196	COUNS-105	D'Arcy	S 9:00-12:00pm MA-105 8/03-8/03
Fall 2002	7200	COUNS-105	D'Arcy	TW 4:00-6:50pm MA-101 8/06-8/07
Fall 2002	7201	COUNS-105	D'Arcy	TTH 4:00-6:50pm MA-101 8/06-8/08
Fall 2002	7205	COUNS-105	D'Arcy	WTH 4:00-6:50pm LA-208A 6/12-6/13
Fall 2002	7211	COUNS-105	D'Arcy	SM 9:00-12:00pm FORUM 8/03-8/05
Fall 2002	7212	COUNS-105	D'Arcy	SM 9:00-12:00pm FORUM 8/03-8/05
Fall 2002	7337	ASSES-105	D'Arcy	S 9:30-12:20pm TE-107 7/27-7/27
Spring 2011	1885	ENSYS-140	Dahl	TTH 9:00-12:00pm ET-127 3/03-5/03
Summer 2010	2756	AET-140	Dahl	MTWTHMTWTH 9:00-11:50am ET-105 7/06-8/05
Fall 2010	2962	ENSYS-140	Dahl	MWFMWF 9:00-12:30pm ET-105 8/23-9/24
Spring 2002	1347	MUSIC-101	Dahl-Shanks	TTH 12:30-1:45pm M-104
Spring 2002	1348	MUSIC-102	Dahl-Shanks	TTH 12:30-1:45pm M-104
Spring 2005	1348	MUSIC-101	Dahl-Shanks	TTH 11:00-12:15pm M-104
Spring 2004	1348	MUSIC-101	Dahl-Shanks	TTH 12:30-1:45pm M-104
Fall 2004	2380	MUSIC-101	Dahl-Shanks	TTH 12:30-1:45pm M-104 8/19-12/19
Fall 2005	2380	MUSIC-101	Dahl-Shanks	TTH 12:30-1:45pm M-104
Fall 2002	2380	MUSIC-101	Dahl-Shanks	TTH 12:30-1:45pm M-104
Fall 2003	2380	MUSIC-101	Dahl-Shanks	TTH 12:30-1:45pm M-104
Fall 2001	2380	MUSIC-101	Dahl-Shanks	TTH 12:30-1:45pm M-104
Fall 2001	2385	MUSIC-102	Dahl-Shanks	TTH 12:30-1:45pm M-104
Fall 2003	2421	MUSIC-120	Dahl-Shanks	TTH 2:00-3:35pm M-125 9/02-12/11
Fall 2001	2572	MUSIC-103	Dahl-Shanks	TTH 12:30-1:45pm M-104
Spring 2008	5019	MUSLT-110	Dahl-Shanks	online
Spring 2014	5019	MUSIC-110	Dahl-Shanks	online
Spring 2005	5019	MUSLT-110	Dahl-Shanks	online
Spring 2012	5019	MUSIC-110	Dahl-Shanks	online
Spring 2010	5019	MUSIC-110	Dahl-Shanks	online
Spring 2009	5019	MUSLT-110	Dahl-Shanks	online
Spring 2006	5019	MUSLT-110	Dahl-Shanks	online
